seq,frame,type,gt_id_old,gt_id_new,track_id,old_hid,last_frame,gap,IoU_last,dx_last,dy_last,dist_last,IoU_prev,IoU_next,IoU_swap,dist_swap,area_ratio,na_flag
V039,814,switch,16,16,1691,1689,813,1,0.86215865,-2.40000000,0.50000000,2.45153013,0.86215865,0.55743360,,,1.03492764,no_old
V039,815,switch,8,8,1692,1653,,,,,,,,0.83318609,,,,no_last_seen|no_prev|no_old
V039,816,switch,16,16,1692,1691,815,1,0.83318609,-3.60000000,-0.10000000,3.60138862,0.83318609,0.59471653,,,1.00000000,no_old
V039,817,switch,8,8,1693,1653,,,,,,,,0.66531676,0.00000000,117.34497220,,no_last_seen|no_prev
V039,817,switch,15,15,1653,1626,805,12,0.09640864,29.80000000,-23.45000000,37.92021229,,,,,1.26794476,no_prev|no_next|no_old
V039,818,switch,15,15,1662,1626,811,7,0.37768149,14.35000000,-6.80000000,15.87962531,,,,,1.04747206,no_prev|no_next|no_old
V039,818,switch,16,16,1693,1692,817,1,0.66531676,-7.65000000,-2.00000000,7.90711705,0.66531676,0.59237478,,,1.02786741,no_old
V039,819,switch,8,8,1694,1653,,,,,,,,0.59913014,,,,no_last_seen|no_prev|no_old
V039,819,switch,15,15,1689,1626,813,6,0.35019978,15.55000000,1.85000000,15.65966155,,,,,1.02981142,no_prev|no_next|no_old
V039,820,switch,15,15,1691,1626,815,5,0.39832639,14.00000000,8.45000000,16.35244630,,,,,1.01623021,no_prev|no_next|no_old
V039,820,switch,16,16,1694,1693,819,1,0.59913014,-9.25000000,-1.75000000,9.41408519,0.59913014,0.58008924,,,1.05972867,no_old
V039,821,switch,8,8,1696,1653,,,,,,,,0.57077462,,,,no_last_seen|no_prev|no_old
V039,821,switch,15,15,1692,1626,817,4,0.42989760,10.20000000,17.40000000,20.16928358,,0.45920756,,,1.04136129,no_prev|no_old
V039,822,switch,16,16,1696,1694,821,1,0.57077462,-10.30000000,-2.10000000,10.51189802,0.57077462,0.57159228,,,1.02328947,no_old
V039,822,reuse,16,15,1692,0,821,1,0.45920756,14.45000000,-2.15000000,14.60907252,0.45920756,0.38125623,,,1.01625906,
V039,823,switch,8,8,1699,1653,,,,,,,,0.44760711,,,,no_last_seen|no_prev|no_old
V039,823,switch,12,12,1700,1652,,,,,,,,0.33919348,,,,no_last_seen|no_prev|no_old
V039,826,switch,5,5,1701,1664,,,,,,,,,,,,no_last_seen|no_prev|no_next|no_old
V039,827,switch,6,6,1702,1623,,,,,,,,0.66681460,,,,no_last_seen|no_prev|no_old
V039,829,switch,5,5,1704,1664,,,,,,,,0.36792453,,,,no_last_seen|no_prev|no_old
V039,833,switch,2,2,1705,1683,,,,,,,,0.19798328,,,,no_last_seen|no_prev|no_old
V039,836,switch,9,9,1706,1658,,,,,,,,0.45185853,,,,no_last_seen|no_prev|no_old
V039,839,switch,1,1,1707,1566,,,,,,,,0.32440382,,,,no_last_seen|no_prev|no_old
V039,843,switch,3,3,1701,1648,826,17,0.45410554,-0.55000000,-30.45000000,30.45496675,,,,,1.13116030,no_prev|no_next|no_old
V039,845,switch,10,10,1701,1594,843,2,0.58235641,-0.05000000,20.85000000,20.85005995,,0.49551394,,,1.11601956,no_prev|no_old
V039,850,switch,3,3,1719,1648,,,,,,,,0.36048794,,,,no_last_seen|no_prev|no_old
V039,851,switch,5,5,1721,1704,,,,,,,,0.33027560,,,,no_last_seen|no_prev|no_old
V039,867,switch,3,3,1722,1719,,,,,,,,0.60552892,,,,no_last_seen|no_prev|no_old
V040,266,switch,17,17,1738,1731,,,,,,,,0.60572175,,,,no_last_seen|no_prev|no_old
V040,455,switch,17,17,1726,1738,454,1,0.89554101,-1.65000000,1.25000000,2.07002415,0.89554101,0.90848719,0.42528441,16.82624438,1.01408192,
V040,455,switch,18,18,1738,1726,454,1,0.77987062,4.85000000,0.75000000,4.90764709,0.77987062,0.75812127,0.42528441,16.82624438,1.03510804,
V040,456,reuse,18,17,1726,0,455,1,0.90848719,-1.85000000,0.40000000,1.89274932,0.90848719,0.95100309,,,1.00511961,
V040,456,reuse,17,18,1738,0,455,1,0.75812127,5.35000000,1.00000000,5.44265560,0.75812127,0.76876388,,,1.07154134,
V040,462,switch,7,7,1742,1737,,,,,,,,0.93121001,,,,no_last_seen|no_prev|no_old
V040,464,switch,3,3,1734,1732,463,1,0.40733894,9.70000000,9.10000000,13.30037593,0.40733894,0.41222218,,,1.07939810,no_old
V040,465,switch,5,5,1743,1734,,,,,,,,0.56028974,0.58860919,12.11156472,,no_last_seen|no_prev
V040,465,reuse,5,3,1734,0,464,1,0.41222218,11.40000000,3.25000000,11.85421866,0.41222218,0.50560975,,,1.03815298,
V040,486,switch,3,3,1743,1734,485,1,0.74822486,4.00000000,1.20000000,4.17612260,0.74822486,0.64542693,0.44183789,14.18846362,0.96488202,
V040,486,switch,5,5,1734,1743,485,1,0.61327869,7.70000000,0.35000000,7.70795044,0.61327869,0.60706868,0.44183789,14.18846362,0.97537123,
V040,487,reuse,5,3,1743,0,486,1,0.64542693,6.40000000,2.05000000,6.72030505,0.64542693,0.89282772,,,1.03340861,
V040,487,reuse,3,5,1734,0,486,1,0.60706868,7.65000000,0.95000000,7.70876125,0.60706868,0.84311765,,,1.04076706,
V040,537,switch,0,0,1725,1723,536,1,0.96058914,-0.65000000,-0.20000000,0.68007353,0.96058914,0.98486480,0.42432528,17.30585161,1.02288533,
V040,537,switch,4,4,1723,1725,536,1,0.90491699,1.80000000,-1.10000000,2.10950231,0.90491699,0.96846559,0.42432528,17.30585161,1.00866022,
V040,538,reuse,4,0,1725,0,537,1,0.98486480,-0.25000000,-0.05000000,0.25495098,0.98486480,0.88899293,,,1.01093841,
V040,538,reuse,0,4,1723,0,537,1,0.96846559,0.55000000,-0.40000000,0.68007353,0.96846559,0.72310215,,,1.01150414,
V040,575,switch,16,16,1744,1730,,,,,,,,0.88929001,,,,no_last_seen|no_prev|no_old
V040,579,switch,20,20,1745,1733,578,1,0.73835645,4.80000000,1.00000000,4.90306027,0.73835645,,,,0.86125887,no_next|no_old
V040,689,switch,9,9,1725,1729,688,1,0.88378267,1.40000000,2.95000000,3.26534837,0.88378267,0.69828048,,,1.00781191,no_old
V040,689,switch,20,20,1734,1745,688,1,0.76896693,3.05000000,-3.15000000,4.38463225,0.76896693,0.80008520,,,0.83897232,no_old
V040,690,switch,0,0,1747,1725,,,,,,,,0.82502297,0.31998859,18.19924449,,no_last_seen|no_prev
V040,690,switch,5,5,1746,1734,,,,,,,,0.61426606,0.24052268,22.32896101,,no_last_seen|no_prev
V040,690,reuse,0,9,1725,0,689,1,0.69828048,-6.85000000,1.35000000,6.98176196,0.69828048,,,,1.00919270,no_next
V040,690,reuse,5,20,1734,0,689,1,0.80008520,-3.10000000,-1.00000000,3.25729949,0.80008520,0.61502197,,,0.94884696,
V040,691,switch,9,9,1747,1725,690,1,0.82502297,1.60000000,4.70000000,4.96487663,0.82502297,0.64002789,,,1.05080410,no_old
V040,692,switch,0,0,1748,1725,,,,,,,,0.90135846,,,,no_last_seen|no_prev|no_old
V040,694,switch,9,9,1748,1747,693,1,0.69114985,-4.85000000,3.70000000,6.10020491,0.69114985,0.46610963,,,1.05272470,no_old
V040,695,switch,0,0,1749,1748,,,,,,,,0.90386895,0.37248658,15.03412784,,no_last_seen|no_prev
V040,695,switch,16,16,1750,1744,,,,,,,,0.44612789,,,,no_last_seen|no_prev|no_old
V040,695,reuse,0,9,1748,0,694,1,0.46610963,-11.70000000,0.50000000,11.71067889,0.46610963,,,,1.00427539,no_next
V040,696,switch,9,9,1749,1748,695,1,0.90386895,-0.80000000,2.80000000,2.91204396,0.90386895,0.49509343,,,1.03391315,no_old
V040,697,switch,0,0,1751,1748,,,,,,,,0.88119877,,,,no_last_seen|no_prev|no_old
V040,699,switch,2,2,1743,1736,698,1,0.79346529,-4.10000000,-0.30000000,4.11096096,0.79346529,0.46189641,,,1.00518135,no_old
V040,699,switch,9,9,1751,1749,698,1,0.47231145,-12.65000000,0.90000000,12.68197540,0.47231145,0.37835152,,,1.04022064,no_old
V040,699,switch,20,20,1746,1734,698,1,0.82447337,-1.95000000,-2.85000000,3.45325933,0.82447337,0.56081065,,,0.82447337,no_old
V040,700,switch,0,0,1754,1751,,,,,,,,0.80967327,0.36163797,17.10065788,,no_last_seen|no_prev
V040,700,switch,18,18,1752,1738,,,,,,,,,,,,no_last_seen|no_prev|no_next|no_old
V040,700,reuse,3,2,1743,0,699,1,0.46189641,-13.25000000,-0.05000000,13.25009434,0.46189641,0.34702476,,,0.97239389,
V040,700,reuse,0,9,1751,0,699,1,0.37835152,-16.25000000,-0.50000000,16.25769049,0.37835152,,,,0.99330350,no_next
V040,700,reuse,5,20,1746,0,699,1,0.56081065,-10.30000000,-1.55000000,10.41597331,0.56081065,0.42942776,,,0.91503256,
V040,701,switch,3,3,1757,1743,,,,,,,,0.87896078,0.23739706,22.37660609,,no_last_seen|no_prev
V040,701,switch,9,9,1754,1751,700,1,0.80967327,-3.60000000,-0.65000000,3.65820994,0.80967327,0.44115141,,,1.05463106,no_old
V040,701,switch,18,18,1745,1738,688,13,0.07236718,28.25000000,35.95000000,45.72160321,,0.43125841,,,0.97112940,no_prev|no_old
V040,702,switch,0,0,1761,1751,,,,,,,,0.86743584,,,,no_last_seen|no_prev|no_old
V040,702,switch,2,2,1757,1743,701,1,0.87896078,-1.45000000,-1.85000000,2.35053185,0.87896078,0.92789648,,,1.10818084,no_old
V040,702,reuse,20,18,1745,0,701,1,0.43125841,-15.05000000,0.30000000,15.05298974,0.43125841,0.78221908,,,1.01581177,
V040,703,switch,3,3,1765,1743,,,,,,,,0.43859939,,,,no_last_seen|no_prev|no_old
V040,703,switch,5,5,1766,1746,,,,,,,,0.52033852,0.02288629,31.65537079,,no_last_seen|no_prev
V040,703,switch,15,15,1764,1728,,,,,,,,,,,,no_last_seen|no_prev|no_next|no_old
V040,703,switch,16,16,1767,1750,,,,,,,,,,,,no_last_seen|no_prev|no_next|no_old
V040,704,switch,2,2,1765,1757,703,1,0.43859939,-13.95000000,-1.05000000,13.98946032,0.43859939,0.27561871,,,1.03958875,no_old
V040,704,switch,4,4,1746,1723,703,1,0.30211932,-11.45000000,26.30000000,28.68435985,0.30211932,0.32333109,0.02009883,54.27100976,1.24576138,
V040,704,switch,6,6,1747,1724,693,11,0.05504981,-24.90000000,-29.45000000,38.56569071,,0.22809169,,,0.67146810,no_prev|no_old
V040,704,switch,9,9,1761,1754,703,1,0.32944165,-20.15000000,-0.60000000,20.15893102,0.32944165,0.32367497,,,1.05807386,no_old
V040,704,switch,19,19,1723,1727,703,1,0.58667164,-0.85000000,21.50000000,21.51679577,0.58667164,0.39692551,,,0.92226803,no_old
V040,704,switch,20,20,1766,1746,703,1,0.52033852,-7.30000000,-4.50000000,8.57554663,0.52033852,0.08552628,0.06310387,38.53738445,0.76425405,
V040,705,switch,0,0,1773,1761,,,,,,,,0.55602213,0.43779108,15.39415473,,no_last_seen|no_prev
V040,705,switch,17,17,1769,1726,,,,,,,,0.35759924,,,,no_last_seen|no_prev|no_old
V040,705,switch,18,18,1768,1745,,,,,,,,0.40704299,,,,no_last_seen|no_prev|no_old
V040,705,reuse,20,4,1746,0,704,1,0.32333109,-19.05000000,8.15000000,20.72015927,0.32333109,0.30155792,,,1.08882277,
V040,705,reuse,9,6,1747,0,704,1,0.22809169,-17.40000000,-2.50000000,17.57868027,0.22809169,0.21683212,,,1.08118081,
V040,705,reuse,0,9,1761,0,704,1,0.32367497,-20.75000000,-1.55000000,20.80781103,0.32367497,,,,1.01873404,no_next
V040,705,reuse,4,19,1723,0,704,1,0.39692551,-15.75000000,7.35000000,17.38059263,0.39692551,0.31429468,,,0.98010928,
V040,706,switch,9,9,1773,1761,705,1,0.55602213,-11.00000000,0.00000000,11.00000000,0.55602213,0.36016949,,,1.07059961,no_old
V040,706,switch,15,15,1775,1728,,,,,,,,0.30674377,,,,no_last_seen|no_prev|no_old
V040,706,switch,16,16,1766,1750,705,1,0.19043789,-12.60000000,-20.05000000,23.68042440,0.19043789,0.12261054,,,0.83651896,no_old
V040,706,switch,20,20,1776,1766,,,,,,,,0.34658266,0.20623688,24.93481502,,no_last_seen|no_prev
V040,707,switch,5,5,1736,1746,698,9,0.00000000,-64.35000000,-23.25000000,68.42137824,,0.86540459,0.00000000,76.06092952,1.07204751,no_prev
V040,707,reuse,20,16,1766,0,706,1,0.12261054,-16.95000000,-5.95000000,17.96399176,0.12261054,0.63274328,,,0.97804228,
V040,708,switch,2,2,1783,1765,,,,,,,,,0.45135282,11.98592925,,no_last_seen|no_prev|no_next
V040,708,switch,9,9,1761,1773,705,3,0.00000000,-48.55000000,-2.60000000,48.61956911,,,0.51911796,12.42034621,1.00446120,no_prev|no_next
V040,708,reuse,9,0,1773,0,707,1,0.43777589,-15.30000000,-2.15000000,15.45032362,0.43777589,0.23014688,,,0.92121472,
V040,708,reuse,2,3,1765,0,707,1,0.33519991,-17.50000000,2.05000000,17.61966231,0.33519991,0.17816599,,,0.93508599,
V040,708,reuse,2,5,1736,0,707,1,0.86540459,-2.10000000,-1.30000000,2.46981781,0.86540459,0.57183536,,,1.04172352,
V040,709,switch,2,2,1765,1765,708,1,0.17816599,-24.75000000,-4.25000000,25.11224801,0.17816599,0.26196952,1.00000000,0.00000000,1.09259403,
V040,709,switch,4,4,1776,1746,708,1,0.25505311,-14.15000000,27.35000000,30.79358699,0.25505311,0.36639314,0.05512089,50.31065990,1.50747748,
V040,709,switch,5,5,1757,1736,703,6,0.17465362,-21.75000000,-26.65000000,34.39890987,,,0.05700101,34.25715254,1.05857677,no_prev|no_next
V040,709,switch,9,9,1773,1773,708,1,0.23014688,-24.75000000,-0.30000000,24.75181812,0.23014688,0.29641665,1.00000000,0.00000000,0.98402480,
V040,709,switch,17,17,1729,1769,688,21,0.39618387,-12.60000000,23.55000000,26.70884685,,0.48745893,,,0.80615576,no_prev|no_old
V040,709,switch,19,19,1746,1723,708,1,0.52743133,-3.15000000,21.85000000,22.07589183,0.52743133,0.45789613,,,0.90610253,no_old
V040,709,switch,20,20,1736,1776,708,1,0.57183536,-8.80000000,-1.75000000,8.97231854,0.57183536,0.38095989,0.10300501,40.13517784,0.89686593,
V040,710,switch,5,5,1743,1736,701,9,0.00000000,-68.30000000,-29.10000000,74.24082435,,0.37407879,0.00000000,40.60997414,1.10777882,no_prev
V040,710,switch,6,6,1784,1747,,,,,,,,0.47842072,,,,no_last_seen|no_prev|no_old
V040,710,switch,15,15,1752,1775,700,10,0.46581707,11.80000000,-8.55000000,14.57197653,,0.40068317,,,0.87702332,no_prev|no_old
V040,710,switch,18,18,1734,1768,698,12,0.00000000,-72.40000000,15.90000000,74.12536678,,0.36143370,,,1.02637220,no_prev|no_old
V040,710,reuse,3,2,1765,0,709,1,0.26196952,-21.80000000,-2.50000000,21.94288039,0.26196952,0.33023207,,,1.07040408,
V040,710,reuse,20,4,1776,0,709,1,0.36639314,-19.00000000,6.75000000,20.16339505,0.36639314,0.35737559,,,1.10958893,
V040,710,reuse,0,9,1773,0,709,1,0.29641665,-21.25000000,-1.90000000,21.33477209,0.29641665,0.28059113,,,1.03299280,
V040,710,reuse,9,17,1729,0,709,1,0.48745893,-16.30000000,-1.45000000,16.36436678,0.48745893,,,,1.03050292,no_next
V040,710,reuse,4,19,1746,0,709,1,0.45789613,-13.35000000,6.85000000,15.00483255,0.45789613,0.37916350,,,0.96093699,
V040,710,reuse,5,20,1736,0,709,1,0.38095989,-15.35000000,-3.35000000,15.71130166,0.38095989,0.44769265,,,0.87354474,
V040,711,switch,0,0,1791,1773,,,,,,,,0.37245964,0.57232498,10.98692405,,no_last_seen|no_prev
V040,711,switch,16,16,1736,1766,710,1,0.44769265,-4.35000000,-18.85000000,19.34541289,0.44769265,0.33615884,,,0.89237166,no_old
V040,711,switch,17,17,1725,1729,690,21,0.09242538,-31.65000000,18.85000000,36.83809170,,0.41757402,,,0.83369388,no_prev|no_old
V040,711,switch,20,20,1757,1736,709,2,0.69547339,-3.35000000,-7.20000000,7.94119009,,0.46443199,0.23292118,22.91069619,0.76832609,no_prev
V040,711,reuse,2,5,1743,0,710,1,0.37407879,-17.05000000,-2.40000000,17.21808642,0.37407879,0.31737511,,,0.96016846,
V040,711,reuse,20,18,1734,0,710,1,0.36143370,-18.25000000,-0.55000000,18.25828579,0.36143370,0.31856735,,,1.04326019,
V040,712,switch,10,10,1793,1739,,,,,,,,0.88855613,,,,no_last_seen|no_prev|no_old
V040,712,switch,15,15,1745,1752,703,9,0.45353242,11.35000000,-9.65000000,14.89781863,,0.90546917,,,0.95325945,no_prev|no_old
V040,712,reuse,20,16,1736,0,711,1,0.33615884,-14.30000000,-6.30000000,15.62625995,0.33615884,0.68029834,,,0.91645576,
V040,712,reuse,9,17,1725,0,711,1,0.41757402,-15.80000000,-1.20000000,15.84550409,0.41757402,0.78598756,,,1.00805781,
V040,712,reuse,2,20,1757,0,711,1,0.46443199,-12.05000000,-1.30000000,12.11992162,0.46443199,0.79317586,,,0.90485487,
V040,713,switch,2,2,1795,1765,,,,,,,,,0.50989423,13.56115777,,no_last_seen|no_prev|no_next
V040,713,reuse,2,3,1765,0,712,1,0.37575139,-17.70000000,1.55000000,17.76773762,0.37575139,0.38487708,,,0.96114608,
V040,713,reuse,18,15,1745,0,712,1,0.90546917,0.55000000,-0.65000000,0.85146932,0.90546917,,,,1.08003630,no_next
V040,714,switch,2,2,1765,1765,713,1,0.38487708,-17.05000000,-1.30000000,17.09948830,0.38487708,0.35665863,1.00000000,0.00000000,0.96193895,
V040,714,switch,6,6,1754,1784,703,11,0.00000000,-79.20000000,-33.65000000,86.05209178,,0.39343901,,,0.83385267,no_prev|no_old
V040,714,switch,11,11,1793,1740,713,1,0.85415894,-3.00000000,-0.55000000,3.05000000,0.85415894,0.36467905,,,1.05490222,no_old
V040,714,switch,15,15,1738,1745,698,16,0.00000000,-129.15000000,-15.80000000,130.11288368,,0.38566246,,,0.92236877,no_prev|no_old
V040,714,switch,20,20,1743,1757,713,1,0.80937290,-0.15000000,-3.35000000,3.35335653,0.80937290,0.37793959,,,0.80937290,no_old
V040,715,switch,3,3,1800,1765,,,,,,,,0.46340978,0.38064214,18.35926197,,no_last_seen|no_prev
V040,715,switch,10,10,1798,1793,,,,,,,,0.77670728,0.16276380,38.40081379,,no_last_seen|no_prev
V040,715,switch,17,17,1796,1725,,,,,,,,,,,,no_last_seen|no_prev|no_next|no_old
V040,715,reuse,3,2,1765,0,714,1,0.35665863,-17.90000000,-0.95000000,17.92519177,0.35665863,0.31998220,,,0.95993814,
V040,715,reuse,9,6,1754,0,714,1,0.39343901,-15.95000000,-2.10000000,16.08765054,0.39343901,0.40050075,,,1.06995718,
V040,715,reuse,10,11,1793,0,714,1,0.36467905,-19.50000000,-4.15000000,19.93671237,0.36467905,,,,0.97212126,no_next
V040,715,reuse,18,15,1738,0,714,1,0.38566246,-16.75000000,-1.40000000,16.80840564,0.38566246,0.38825210,,,1.03434288,
V040,715,reuse,5,20,1743,0,714,1,0.37793959,-14.65000000,-3.05000000,14.96412376,0.37793959,0.29086026,,,0.94863211,
V040,716,switch,11,11,1798,1793,715,1,0.77670728,6.10000000,-2.75000000,6.69122560,0.77670728,0.60917427,,,1.02009238,no_old
V040,717,switch,5,5,1795,1743,713,4,0.28485115,17.35000000,-21.90000000,27.93980136,,0.89541197,0.00000000,47.34091782,1.00294728,no_prev
V040,717,switch,10,10,1806,1793,,,,,,,,0.90931206,,,,no_last_seen|no_prev|no_old
V040,717,switch,17,17,1749,1725,698,19,0.00000000,-64.70000000,10.10000000,65.48358573,,0.94262624,,,0.83359670,no_prev|no_old
V040,717,switch,18,18,1805,1734,,,,,,,,0.84464600,,,,no_last_seen|no_prev|no_old
V040,718,switch,16,16,1810,1736,,,,,,,,,,,,no_last_seen|no_prev|no_next|no_old
V040,718,reuse,9,17,1749,0,717,1,0.94262624,-0.90000000,0.10000000,0.90553851,0.94262624,,,,1.05631147,no_next
V040,719,switch,2,2,1800,1765,718,1,0.53444553,-11.85000000,-4.35000000,12.62319294,0.53444553,0.49841770,,,1.12283334,no_old
V040,719,switch,11,11,1806,1798,718,1,0.86366802,-1.05000000,-5.15000000,5.25594901,0.86366802,0.58671728,,,0.95701364,no_old
V040,719,switch,16,16,1743,1736,718,1,0.40781893,-11.65000000,-9.65000000,15.12762374,0.40781893,0.41445298,,,1.20353591,no_old
V040,719,switch,17,17,1748,1749,695,24,0.00000000,-135.95000000,8.25000000,136.20009178,,0.37367875,,,0.90340575,no_prev|no_old
V040,719,switch,20,20,1795,1743,718,1,0.65400938,5.35000000,-4.40000000,6.92694016,0.65400938,0.54500122,0.22264776,24.41787255,0.72169263,
V040,720,switch,3,3,1815,1800,,,,,,,,0.87329463,0.33559700,21.12652361,,no_last_seen|no_prev
V040,720,switch,5,5,1812,1795,,,,,,,,0.43102692,0.00000000,51.85327858,,no_last_seen|no_prev
V040,720,switch,10,10,1814,1806,,,,,,,,0.64472284,0.33113140,33.64312708,,no_last_seen|no_prev
V040,720,switch,12,12,1813,1741,,,,,,,,0.41609810,,,,no_last_seen|no_prev|no_old
V040,720,switch,18,18,1811,1805,,,,,,,,0.45042970,,,,no_last_seen|no_prev|no_old
V040,720,reuse,3,2,1800,0,719,1,0.49841770,-15.25000000,-1.75000000,15.35008143,0.49841770,,,,1.04679485,no_next
V040,720,reuse,10,11,1806,0,719,1,0.58671728,-15.20000000,-4.60000000,15.88080602,0.58671728,0.55040265,,,0.97551442,
V040,720,reuse,20,16,1743,0,719,1,0.41445298,-14.60000000,-3.75000000,15.07390129,0.41445298,0.38728709,,,1.00750850,
V040,720,reuse,9,17,1748,0,719,1,0.37367875,-16.20000000,-0.80000000,16.21974106,0.37367875,0.35587993,,,1.09702307,
V040,720,reuse,5,20,1795,0,719,1,0.54500122,-9.25000000,-2.85000000,9.67910120,0.54500122,0.43151961,,,0.81132528,
V040,721,switch,2,2,1815,1800,720,1,0.87329463,1.45000000,-2.40000000,2.80401498,0.87329463,,,,1.05606048,no_next|no_old
V040,722,switch,2,2,1800,1800,720,2,0.20231016,-31.55000000,-0.60000000,31.55570471,,,1.00000000,0.00000000,0.96284271,no_prev|no_next
V040,722,switch,3,3,1816,1800,,,,,,,,0.89879802,0.31250370,22.84874176,,no_last_seen|no_prev
V040,723,switch,2,2,1765,1800,718,5,0.00000000,-78.65000000,-2.30000000,78.68362282,,,,,0.94897959,no_prev|no_next|no_old
V040,724,switch,2,2,1800,1800,722,2,0.26514170,-26.55000000,-1.40000000,26.58688587,,0.49793720,1.00000000,0.00000000,0.96297558,no_prev
V040,724,switch,16,16,1795,1743,723,1,0.48197699,-8.85000000,-9.90000000,13.27902481,0.48197699,0.46539376,,,1.12567069,no_old
V040,724,switch,18,18,1783,1811,708,16,0.39859243,11.15000000,-5.95000000,12.63823564,,0.39792175,,,0.88913964,no_prev|no_old
V040,725,switch,3,3,1818,1816,,,,,,,,0.45608609,,,,no_last_seen|no_prev|no_old
V040,725,switch,20,20,1817,1795,,,,,,,,0.65153064,0.29047689,23.46172415,,no_last_seen|no_prev
V040,725,reuse,20,16,1795,0,724,1,0.46539376,-13.10000000,-3.55000000,13.57249056,0.46539376,0.47826806,,,1.04233828,
V040,728,switch,5,5,1815,1812,721,7,0.49836648,-2.40000000,-21.85000000,21.98141260,,,,,1.00823442,no_prev|no_next|no_old
V040,729,switch,2,2,1765,1800,723,6,0.00000000,-93.25000000,-4.40000000,93.35374926,,0.45884177,,,1.11144978,no_prev|no_old
V040,729,switch,5,5,1812,1812,727,2,0.19534880,-29.05000000,-0.40000000,29.05275374,,0.46673210,1.00000000,0.00000000,1.00693563,no_prev
V040,733,switch,2,2,1800,1765,728,5,0.00000000,-60.10000000,0.45000000,60.10168467,,0.34854209,0.26086523,23.09826833,0.92455522,no_prev
V040,733,switch,3,3,1765,1818,732,1,0.26724995,-21.30000000,3.50000000,21.58564338,0.26724995,,,,0.95595044,no_next|no_old
V040,733,switch,20,20,1815,1817,728,5,0.66020107,3.95000000,-7.60000000,8.56519118,,0.66833790,,,0.75388536,no_prev|no_old
V040,734,switch,3,3,1818,1818,732,2,0.25213304,-23.20000000,0.70000000,23.21055794,,,1.00000000,0.00000000,0.98168636,no_prev|no_next
V040,734,switch,13,13,1764,1760,703,31,0.34933167,2.70000000,-34.70000000,34.80488471,,0.54721992,,,0.83277592,no_prev|no_old
V040,734,switch,16,16,1815,1795,733,1,0.66833790,-1.50000000,-10.45000000,10.55710661,0.66833790,0.57076098,,,0.94143107,no_old
V040,734,switch,20,20,1817,1817,732,2,0.27664876,-25.15000000,-1.55000000,25.19771815,,0.60204484,1.00000000,0.00000000,1.00378572,no_prev
V040,735,switch,3,3,1765,1818,733,2,0.06068766,-33.05000000,1.90000000,33.10456917,,0.47057468,,,0.95528452,no_prev|no_old
V040,736,switch,16,16,1795,1815,733,3,0.00000000,-38.50000000,-0.35000000,38.50159088,,0.49770474,,,0.92412867,no_prev|no_old
V040,736,reuse,2,3,1765,0,735,1,0.47057468,-13.20000000,0.05000000,13.20009470,0.47057468,0.54297694,,,0.99868413,
V040,738,switch,3,3,1800,1765,737,1,0.41000053,-15.90000000,4.25000000,16.45820464,0.41000053,0.78638267,,,0.90871153,no_old
V040,739,reuse,13,14,1760,0,733,6,0.49049052,5.70000000,8.00000000,9.82293235,,0.72894508,,,0.86212914,no_prev
V040,745,switch,14,14,1821,1760,,,,,,,,0.55033239,,,,no_last_seen|no_prev|no_old
V041,12,switch,11,11,1839,1835,,,,,,,,0.95922554,,,,no_last_seen|no_prev|no_old
V041,20,switch,13,13,1835,1836,19,1,0.60663526,6.20000000,-2.50000000,6.68505797,0.60663526,0.71208549,,,1.07879457,no_old
V041,21,reuse,11,13,1835,0,20,1,0.71208549,4.70000000,-1.10000000,4.82700735,0.71208549,0.70851202,,,1.04428598,
V041,90,switch,4,4,1844,1829,,,,,,,,0.84377987,,,,no_last_seen|no_prev|no_old
V041,95,switch,2,2,1845,1826,,,,,,,,0.65583295,,,,no_last_seen|no_prev|no_old
V041,150,switch,14,14,1843,1838,149,1,0.81113252,3.75000000,1.95000000,4.22670084,0.81113252,0.82963632,,,0.98182557,no_old
V041,150,switch,19,19,1846,1843,,,,,,,,0.67241747,0.44914677,14.37297812,,no_last_seen|no_prev
V041,151,reuse,19,14,1843,0,150,1,0.82963632,3.30000000,1.65000000,3.68951216,0.82963632,0.77140531,,,0.97540598,
V041,213,switch,2,2,1847,1845,,,,,,,,0.39785947,,,,no_last_seen|no_prev|no_old
V041,214,switch,8,8,1848,1832,213,1,0.39201788,-7.65000000,-4.30000000,8.77567661,0.39201788,0.57820498,,,1.32781488,no_old
V041,225,switch,0,0,1849,1825,,,,,,,,0.68979112,,,,no_last_seen|no_prev|no_old
V041,260,switch,1,1,1850,1830,,,,,,,,0.72438114,,,,no_last_seen|no_prev|no_old
V041,271,switch,3,3,1851,1833,,,,,,,,0.53964235,,,,no_last_seen|no_prev|no_old
V041,445,switch,6,6,1853,1828,,,,,,,,0.82037746,,,,no_last_seen|no_prev|no_old
V041,461,switch,8,8,1855,1848,,,,,,,,0.60522850,,,,no_last_seen|no_prev|no_old
V041,461,switch,9,9,1854,1827,,,,,,,,0.63632612,,,,no_last_seen|no_prev|no_old
V041,464,switch,9,9,1855,1854,463,1,0.57052844,0.60000000,16.55000000,16.56087256,0.57052844,0.59486394,,,1.02612225,no_old
V041,465,switch,8,8,1856,1855,,,,,,,,0.48035387,0.04985766,31.21926489,,no_last_seen|no_prev
V041,465,reuse,8,9,1855,0,464,1,0.59486394,4.90000000,5.80000000,7.59275971,0.59486394,0.59681428,,,1.01051669,
