dataset,seq,frame,class,track_id,gt_id_new,old_hid,no_box,top1,top2,margin,cos_theta,v_obs_norm,occlusion,swap_A,swap_B
MOT17,V017,734,S_h,915,34,913,0,0.467768,0.006177,0.461591,,,0.850423,0.310476,-1.374299
MOT17,V017,738,S_c,919,43,917,0,0.084324,0.000000,0.084324,,,1.000000,0.504357,-0.678655
MOT17,V017,771,S_r,915,33,913,0,0.909883,0.532507,0.377375,,0.000474,1.000000,-0.238684,-0.238684
MOT17,V017,774,S_h,913,34,915,0,0.458194,0.170560,0.287635,,,1.000000,0.277026,-0.902859
MOT17,V017,844,S_c,927,67,926,0,0.101881,0.000000,0.101881,,,0.220904,0.761552,-1.063561
MOT17,V017,877,S_r,930,70,929,0,0.972041,0.000000,0.972041,0.949404,0.035725,0.000000,-0.972041,-1.834964
MOT17,V017,878,S_h,929,71,930,0,0.337879,0.000000,0.337879,,,0.696429,0.522672,-1.261128
MOT17,V017,891,S_r,929,72,935,0,0.228399,0.030578,0.197821,-0.740249,0.070467,0.112121,-0.197821,-1.092553
MOT17,V017,892,S_c,937,71,929,0,0.000000,0.000000,0.000000,,,0.000000,0.908720,-0.964679
MOT17,V018,512,S_r,952,32,948,0,0.897602,0.238702,0.658900,0.935823,0.039916,1.000000,-1.273434,-1.273434
MOT17,V018,564,S_r,953,39,946,0,0.973828,0.420320,0.553508,0.930772,0.018550,0.668882,-1.115581,-1.115581
MOT17,V018,564,S_r,946,41,953,0,0.962568,0.400496,0.562072,0.984245,0.045573,0.514835,-1.115581,-1.115581
MOT17,V018,575,S_c,955,42,954,0,0.513154,0.072555,0.440599,,,0.915584,0.468399,-1.339393
MOT17,V018,726,S_r,959,34,961,0,0.875582,0.391044,0.484538,0.682507,0.035502,1.000000,-1.000121,-1.000121
MOT17,V018,730,S_r,961,34,959,0,0.926118,0.614393,0.311724,0.988017,0.060459,1.000000,-0.605897,-0.605897
MOT17,V018,731,S_r,959,34,959,0,0.737150,0.721402,0.015747,-0.026455,0.028672,1.000000,-0.037228,-0.037228
MOT17,V018,734,S_h,961,34,959,0,0.467768,0.006177,0.461591,,,0.850423,0.310476,-1.374299
MOT17,V018,738,S_c,965,43,963,0,0.084324,0.000000,0.084324,,,1.000000,0.504357,-0.678655
MOT17,V018,771,S_r,961,33,959,0,0.909883,0.532507,0.377375,,0.000474,1.000000,-0.238684,-0.238684
MOT17,V018,774,S_h,959,34,961,0,0.458194,0.170560,0.287635,,,1.000000,0.277026,-0.902859
MOT17,V018,844,S_c,973,67,972,0,0.101881,0.000000,0.101881,,,0.220904,0.761552,-1.063561
MOT17,V018,877,S_r,976,70,975,0,0.972041,0.000000,0.972041,0.949404,0.035725,0.000000,-0.972041,-1.834964
MOT17,V018,878,S_h,975,71,976,0,0.337879,0.000000,0.337879,,,0.696429,0.522672,-1.261128
MOT17,V018,891,S_r,975,72,981,0,0.228399,0.030578,0.197821,-0.740249,0.070467,0.112121,-0.197821,-1.092553
MOT17,V018,892,S_c,983,71,975,0,0.000000,0.000000,0.000000,,,0.000000,0.908720,-0.964679
MOT17,V019,412,S_h,997,153,995,0,0.825234,0.000000,0.825234,,,0.000000,-0.825234,-1.743243
MOT17,V019,416,S_r,1007,155,992,0,0.961462,0.298549,0.662912,0.965677,0.044346,0.428502,-1.310767,-1.310767
MOT17,V019,416,S_r,992,161,1007,0,0.954408,0.306553,0.647855,0.999063,0.065672,0.535205,-1.310767,-1.310767
MOT17,V019,424,S_h,995,70,996,0,0.843367,0.473586,0.369781,,,0.540186,-0.996152,-0.996152
MOT17,V019,430,S_h,996,142,991,0,0.842577,0.495174,0.347402,,,0.191731,-0.219370,-0.517226
MOT17,V019,434,S_c,1029,163,997,0,0.208304,0.100485,0.107819,,,0.322776,0.786544,-1.047717
MOT17,V019,437,S_h,991,65,993,0,0.911635,0.106535,0.805100,,,0.213421,-1.647584,-1.647584
MOT17,V020,412,S_h,1139,153,1137,0,0.825234,0.000000,0.825234,,,0.000000,-0.825234,-1.743243
MOT17,V020,416,S_r,1149,155,1134,0,0.961462,0.298549,0.662912,0.965677,0.044346,0.428502,-1.310767,-1.310767
MOT17,V020,416,S_r,1134,161,1149,0,0.954408,0.306553,0.647855,0.999063,0.065672,0.535205,-1.310767,-1.310767
MOT17,V020,424,S_h,1137,70,1138,0,0.843367,0.473586,0.369781,,,0.540186,-0.996152,-0.996152
MOT17,V020,430,S_h,1138,142,1133,0,0.842577,0.495174,0.347402,,,0.191731,-0.219370,-0.517226
MOT17,V020,434,S_c,1171,163,1139,0,0.208304,0.100485,0.107819,,,0.322776,0.786544,-1.047717
MOT17,V020,437,S_h,1133,65,1135,0,0.911635,0.106535,0.805100,,,0.213421,-1.647584,-1.647584
MOT17,V021,412,S_h,1281,153,1279,0,0.825234,0.000000,0.825234,,,0.000000,-0.825234,-1.743243
MOT17,V021,416,S_r,1291,155,1276,0,0.961462,0.298549,0.662912,0.965677,0.044346,0.428502,-1.310767,-1.310767
MOT17,V021,416,S_r,1276,161,1291,0,0.954408,0.306553,0.647855,0.999063,0.065672,0.535205,-1.310767,-1.310767
MOT17,V021,424,S_h,1279,70,1280,0,0.843367,0.473586,0.369781,,,0.540186,-0.996152,-0.996152
MOT17,V021,430,S_h,1280,142,1275,0,0.842577,0.495174,0.347402,,,0.191731,-0.219370,-0.517226
MOT17,V021,434,S_c,1313,163,1281,0,0.208304,0.100485,0.107819,,,0.322776,0.786544,-1.047717
MOT17,V021,437,S_h,1275,65,1277,0,0.911635,0.106535,0.805100,,,0.213421,-1.647584,-1.647584
MOT20,V001,104,S_c,47,36,18,0,0.054411,0.049550,0.004861,,,0.148650,0.961042,-0.965408
MOT20,V001,124,S_r,20,8,27,0,0.900093,0.399600,0.500493,0.436874,0.017043,0.608280,-1.083473,-1.083473
MOT20,V001,128,S_r,12,7,20,0,0.975366,0.551130,0.424236,0.981146,0.014156,0.620471,-0.836092,-0.836092
MOT20,V001,140,S_r,17,12,12,0,0.450914,0.394458,0.056456,,0.192480,0.584110,0.727457,-0.809746
MOT20,V001,144,S_c,54,35,19,0,0.270888,0.054134,0.216754,,,0.526963,0.401796,-0.850017
MOT20,V001,151,S_r,40,29,17,0,0.925043,0.072726,0.852317,-0.971066,0.016672,0.144077,-1.760333,-1.760333
MOT20,V001,169,S_c,66,47,13,0,0.321316,0.292571,0.028745,,,0.540541,0.752466,-0.797638
MOT20,V001,171,S_r,40,30,29,0,0.939921,0.131702,0.808219,0.927363,0.014075,0.223356,-1.599934,-1.599934
MOT20,V001,185,S_r,67,77,24,0,0.978967,0.632386,0.346581,0.966705,0.013249,0.812296,-0.627565,-0.627565
MOT20,V001,188,S_c,76,29,40,0,0.368088,0.236941,0.131147,,,0.547025,0.528706,-0.834301
MOT20,V001,201,S_r,24,77,67,0,0.883530,0.587842,0.295688,-0.427999,0.018858,0.725367,-0.106155,-0.595267
MOT20,V001,224,S_c,83,74,59,0,0.660522,0.232179,0.428343,,,0.801555,0.382351,-1.200561
MOT20,V001,229,S_r,71,77,24,0,0.857991,0.338519,0.519472,-0.995844,0.025342,0.601449,-1.196594,-1.196594
MOT20,V001,238,S_r,24,78,26,0,0.951653,0.652406,0.299246,,0.010580,0.694724,-0.606883,-0.606883
MOT20,V001,239,S_h,26,78,26,0,0.807102,0.493135,0.313967,,,0.488440,-0.632111,-0.632111
MOT20,V001,242,S_h,24,78,26,0,0.834401,0.455595,0.378807,,,0.531280,-0.946819,-0.946819
MOT20,V001,247,S_r,86,49,11,0,0.985291,0.655803,0.329489,0.998940,0.042028,0.858977,-0.605753,-0.605753
MOT20,V001,247,S_r,38,53,86,0,0.824365,0.810998,0.013367,,0.039549,0.764243,-0.131619,-0.131619
MOT20,V001,249,S_r,38,31,34,0,0.897964,0.324309,0.573655,0.999014,0.027695,0.534968,-0.139713,-1.254295
MOT20,V001,249,S_h,11,32,38,0,0.526770,0.092828,0.433942,,,0.803704,0.139713,-1.114582
MOT20,V001,249,S_r,34,53,38,0,0.948314,0.553263,0.395051,0.923077,0.021377,0.711011,-0.762444,-0.762444
MOT20,V001,254,S_c,93,63,90,0,0.578324,0.412050,0.166275,,,0.735838,0.186516,-0.472447
MOT20,V001,266,S_c,95,46,65,0,0.585670,0.113731,0.471939,,,0.844059,0.408526,-1.435976
MOT20,V001,282,S_r,10,26,5,0,0.953019,0.445295,0.507725,0.989841,0.018216,0.561108,-0.952604,-0.952604
MOT20,V001,284,S_r,103,58,74,0,0.956877,0.344432,0.612445,,0.005395,0.488616,-1.216004,-1.216004
MOT20,V001,291,S_r,103,23,25,0,0.949686,0.438646,0.511040,-0.351123,0.004938,0.565163,-1.064373,-1.064373
MOT20,V001,296,S_r,106,23,103,0,0.866468,0.584490,0.281978,,0.023828,0.763200,-0.598356,-0.598356
MOT20,V001,296,S_h,25,58,103,0,0.830289,0.315766,0.514523,,,0.772623,0.028688,-1.216510
MOT20,V001,297,S_r,40,29,76,0,0.974382,0.390614,0.583768,0.994217,0.029527,0.544148,-1.169272,-1.169272
MOT20,V001,298,S_r,25,20,35,0,0.843091,0.526276,0.316815,0.029818,0.011950,0.773464,-0.733441,-0.733441
MOT20,V001,298,S_r,35,58,25,0,0.939041,0.522416,0.416626,0.876648,0.028043,0.618780,-0.733441,-0.733441
MOT20,V001,299,S_r,103,20,35,0,0.975015,0.472153,0.502862,0.664364,0.002572,0.674003,-0.848192,-0.848192
MOT20,V001,301,S_r,74,23,106,0,0.973124,0.741744,0.231380,0.976973,0.008907,0.747005,-0.084955,-0.385302
MOT20,V001,301,S_r,66,46,95,0,0.987826,0.525030,0.462796,0.993121,0.002716,0.550459,-0.676633,-0.676633
MOT20,V001,303,S_c,118,30,40,0,0.624790,0.447223,0.177567,,,0.837697,0.449262,-0.847896
MOT20,V001,309,S_r,116,23,74,0,0.914933,0.277211,0.637722,0.980494,0.019962,0.470293,-1.310807,-1.310807
MOT20,V001,312,S_r,35,47,66,0,0.676786,0.473783,0.203003,0.451619,0.191544,0.965761,0.437661,-0.787071
MOT20,V001,312,S_h,119,58,35,0,0.760736,0.105024,0.655712,,,0.977470,0.168739,-1.483764
MOT20,V001,314,S_r,121,77,71,0,0.965327,0.462597,0.502731,-0.153707,0.012855,0.701456,-0.881276,-0.881276
MOT20,V001,317,S_r,74,20,103,0,0.819662,0.686092,0.133569,0.161238,0.031811,0.780005,0.151186,-0.516633
MOT20,V001,319,S_r,25,22,21,0,0.929128,0.634604,0.294524,0.817206,0.004184,0.253557,-0.319657,-0.319657
MOT20,V001,322,S_r,106,20,74,0,0.948151,0.599268,0.348884,0.975496,0.006813,0.757210,-0.696084,-0.696084
MOT20,V001,323,S_r,62,10,22,0,0.985335,0.039538,0.945797,0.989949,0.002680,0.138624,-1.851756,-1.851756
MOT20,V001,326,S_r,71,77,121,0,0.905962,0.753346,0.152616,0.337443,0.021375,0.698157,-0.023056,-0.023056
MOT20,V001,344,S_r,74,22,25,0,0.781182,0.025702,0.755480,-0.790220,0.038620,0.036572,-1.699645,-1.699645
MOT20,V001,348,S_r,28,30,118,0,0.950989,0.708015,0.242974,0.992244,0.008619,0.000000,-0.242974,-0.242974
MOT20,V001,358,S_r,74,21,30,0,0.959367,0.015218,0.944148,0.827588,0.003838,0.022494,-1.909960,-1.909960
MOT20,V001,362,S_r,134,78,24,0,0.851075,0.655973,0.195102,0.779233,0.008205,0.000000,-0.195102,-0.195102
MOT20,V001,366,S_c,136,22,74,0,0.329674,0.182447,0.147227,,,0.600430,0.220535,-0.486976
MOT20,V001,368,S_h,24,77,71,0,0.739071,0.000000,0.739071,,,0.898901,0.178416,-1.731404
MOT20,V001,387,S_c,143,21,74,0,0.500426,0.455870,0.044555,,,0.700314,0.478455,-0.607352
MOT20,V001,397,S_r,140,78,134,0,0.902331,0.600097,0.302233,0.974786,0.025331,0.409498,-0.188464,-0.188464
MOT20,V001,409,S_h,147,21,143,0,0.744053,0.621942,0.122111,,,0.772118,0.345705,-0.652772
MOT20,V001,409,S_r,134,77,24,0,0.960740,0.488756,0.471985,0.872943,0.003613,0.660891,-0.800947,-0.800947
MOT20,V001,412,S_r,24,78,140,0,0.846435,0.730913,0.115522,,0.034361,0.566381,0.096742,0.096742
MOT20,V001,413,S_h,147,51,122,0,0.833594,0.381884,0.451710,,,0.696475,-0.042610,-1.071636
MOT20,V001,415,S_r,147,22,136,0,0.840244,0.402461,0.437783,-0.744813,0.025590,0.570613,-0.335094,-1.048331
MOT20,V001,416,S_r,33,7,12,0,0.879025,0.420532,0.458493,0.724345,0.026294,0.414099,-0.608758,-0.608758
MOT20,V001,416,S_h,136,21,143,0,0.605102,0.453703,0.151400,,,0.890791,0.226508,0.226508
MOT20,V001,416,S_r,140,78,24,0,0.890892,0.709552,0.181340,-0.728494,0.011752,0.367546,-0.327972,-0.327972
MOT20,V001,419,S_c,151,51,147,0,0.596517,0.494229,0.102288,,,0.855703,0.214826,-0.386260
MOT20,V001,420,S_h,12,18,33,0,0.734336,0.631267,0.103069,,,0.888716,0.226556,-0.458452
MOT20,V001,424,S_r,12,12,17,0,0.927527,0.585659,0.341868,-0.439753,0.007854,0.843299,-0.711709,-0.711709
MOT20,V001,424,S_r,17,18,12,0,0.968966,0.432404,0.536563,0.996298,0.028540,0.614914,-1.053323,-1.053323
MOT20,V001,424,S_r,151,50,5,0,0.965238,0.453302,0.511935,0.941335,0.030777,0.641233,-1.028763,-1.028763
MOT20,V001,424,S_r,5,51,151,0,0.934368,0.412584,0.521784,0.514496,0.002135,0.689043,-1.040449,-1.040449
MOT20,V001,427,S_c,153,68,131,0,0.449491,0.260680,0.188811,,,0.707435,0.191378,-0.609449
MOT20,V002,24,S_r,185,231,182,0,0.976642,0.499466,0.477177,0.867511,0.005755,0.601438,-0.928514,-0.928514
MOT20,V002,26,S_h,188,228,185,0,0.451728,0.229909,0.221819,,,0.854369,0.592520,-1.068599
MOT20,V002,49,S_r,193,224,174,0,0.813246,0.615732,0.197513,,0.039294,0.659328,-0.291451,-0.291451
MOT20,V002,53,S_r,174,224,193,0,0.947256,0.742108,0.205147,0.977259,0.031089,0.777996,-0.189692,-0.189692
MOT20,V002,53,S_r,193,229,182,0,0.492753,0.469698,0.023055,-0.364907,0.101817,0.666049,0.502439,-0.348944
MOT20,V002,58,S_r,187,218,171,0,0.959152,0.383055,0.576097,0.973901,0.017599,0.518950,-1.167096,-1.167096
MOT20,V002,58,S_r,171,219,187,0,0.974130,0.383131,0.590999,0.990405,0.009780,0.581580,-1.167096,-1.167096
MOT20,V002,66,S_r,189,224,174,0,0.826031,0.506888,0.319143,,0.031103,0.526765,-0.102738,-0.102738
MOT20,V002,70,S_r,174,230,189,0,0.696699,0.268251,0.428448,,0.054442,0.726015,-0.241872,-1.185593
MOT20,V002,79,S_r,203,217,180,0,0.898373,0.000000,0.898373,-0.942496,0.007341,0.000000,-0.898373,-1.828027
MOT20,V002,131,S_r,206,236,210,0,0.860775,0.451442,0.409333,0.009820,0.030409,0.688057,-0.778884,-0.778884
MOT20,V002,131,S_r,210,243,206,0,0.879210,0.509659,0.369551,-0.381199,0.020773,0.622831,-0.778884,-0.778884
MOT20,V002,145,S_c,214,224,189,0,0.000000,0.000000,0.000000,,,0.000000,0.804644,-0.985293
MOT20,V002,167,S_r,218,247,200,0,0.741477,0.488592,0.252886,-0.945819,0.071836,1.000000,-0.187655,-0.225592
MOT20,V002,168,S_h,217,177,211,0,0.644137,0.388712,0.255425,,,0.699343,0.399902,-0.960006
MOT20,V002,174,S_h,211,177,217,0,0.819995,0.637988,0.182006,,,0.785046,-0.003775,-0.629518
MOT20,V002,176,S_r,187,221,191,0,0.967212,0.621280,0.345932,0.941394,0.023081,0.732618,-0.684964,-0.684964
MOT20,V002,181,S_h,216,247,218,0,0.649564,0.590678,0.058886,,,1.000000,0.376771,-0.534149
MOT20,V002,182,S_r,195,177,211,0,0.938723,0.393480,0.545243,0.987763,0.013414,0.606034,-1.009332,-1.009332
MOT20,V002,182,S_r,211,222,195,0,0.906847,0.442758,0.464089,,0.025077,0.697641,-0.359840,-1.009332
MOT20,V002,183,S_r,217,221,187,0,0.934502,0.661284,0.273218,0.847401,0.019937,0.469092,-0.244523,-0.351892
MOT20,V002,187,S_r,218,247,218,0,0.850873,0.438554,0.412320,0.999933,0.055162,1.000000,-1.005629,-1.005629
MOT20,V002,203,S_r,200,247,218,0,0.975643,0.482697,0.492947,0.999991,0.015514,0.966292,-0.562058,-0.995844
MOT20,V002,212,S_h,218,247,200,0,0.523979,0.267599,0.256379,,,0.981447,0.428766,-0.932661
MOT20,V002,215,S_h,200,247,218,0,0.530706,0.168693,0.362014,,,0.991023,0.451529,-1.137817
MOT20,V002,217,S_c,223,230,174,0,0.448276,0.124250,0.324026,,,0.927022,0.469108,-1.110062
MOT20,V002,221,S_r,218,254,200,0,0.699768,0.523086,0.176682,-0.062297,0.063563,0.771112,0.119340,-0.770853
MOT20,V002,229,S_h,218,247,200,0,0.557350,0.528790,0.028560,,,1.000000,0.364959,-0.387116
MOT20,V002,233,S_r,225,265,216,0,0.832844,0.240680,0.592164,0.585923,0.044614,0.561033,-1.275942,-1.275942
MOT20,V002,275,S_c,235,265,225,0,0.405358,0.297999,0.107359,,,0.732283,0.592661,-0.932668
MOT20,V002,281,S_c,236,254,200,0,0.499975,0.140457,0.359519,,,0.776876,0.540837,-1.313941
MOT20,V002,327,S_c,241,257,231,0,0.374145,0.203973,0.170172,,,0.797030,0.359848,-0.702724
MOT20,V002,332,S_r,231,245,196,0,0.924586,0.737495,0.187091,0.808079,0.035338,0.969147,-0.285345,-0.285345
MOT20,V002,345,S_h,196,245,231,0,0.617058,0.455976,0.161082,,,0.931343,0.341439,-0.587763
MOT20,V002,349,S_r,231,243,210,0,0.837565,0.642269,0.195296,0.569592,0.026731,0.836167,-0.539516,-0.539516
MOT20,V002,351,S_r,210,245,196,0,0.672663,0.486405,0.186259,,0.050955,0.794556,0.087621,-0.448880
MOT20,V002,352,S_c,244,255,220,0,0.588460,0.259485,0.328975,,,0.875878,0.386280,-1.059853
MOT20,V002,363,S_r,241,245,210,0,0.821449,0.592884,0.228565,,0.068554,0.915521,-0.332481,-0.385141
MOT20,V002,396,S_c,251,257,241,0,0.430509,0.173641,0.256868,,,0.905371,0.299172,-0.805523
MOT20,V002,398,S_c,252,247,218,0,0.310409,0.149778,0.160631,,,0.750459,0.779764,-1.072545
MOT20,V002,405,S_r,218,245,241,0,0.657491,0.523326,0.134165,-0.982485,0.293258,1.000000,0.479746,-0.719463
MOT20,V002,412,S_r,210,245,218,0,0.934108,0.645126,0.288982,,0.019398,0.815748,-0.624287,-0.624287
MOT20,V002,422,S_c,258,177,195,0,0.463775,0.274673,0.189101,,,0.615409,0.591694,-0.954962
MOT20,V002,436,S_r,255,15,259,0,0.946913,0.398316,0.548597,0.968150,0.009953,0.585895,-1.150208,-1.150208
MOT20,V002,452,S_c,262,265,235,0,0.474836,0.317022,0.157814,,,0.773512,0.556246,-0.866556
MOT20,V002,459,S_c,265,183,255,0,0.606171,0.126387,0.479784,,,0.783400,0.337286,-1.313951
MOT20,V002,474,S_c,267,247,252,0,0.475138,0.245347,0.229792,,,1.000000,0.114710,-0.704408
MOT20,V002,483,S_h,252,247,267,0,0.664603,0.315188,0.349415,,,1.000000,-1.126195,-1.126195
MOT20,V002,484,S_h,267,247,267,0,0.653827,0.207564,0.446263,,,1.000000,-1.109297,-1.109297
MOT20,V002,514,S_c,272,183,265,0,0.658809,0.366890,0.291919,,,0.852040,0.417333,-1.001668
MOT20,V002,525,S_c,275,235,208,0,0.000000,0.000000,0.000000,,,0.000000,0.979098,-0.963987
MOT20,V002,530,S_c,278,271,260,0,0.661612,0.255268,0.406344,,,0.761905,-0.173371,-0.945057
MOT20,V002,535,S_c,281,183,272,0,0.612355,0.539292,0.073064,,,0.776696,0.537325,-0.717069
MOT20,V002,539,S_c,283,236,206,0,0.248927,0.000000,0.248927,,,0.414887,0.721343,-1.238370
MOT20,V002,557,S_r,278,272,260,0,0.946738,0.332558,0.614180,0.917959,0.012376,0.521742,-1.276511,-1.276511
MOT20,V002,563,S_r,215,177,258,0,0.924257,0.449654,0.474603,-0.778933,0.011663,0.528275,-1.004496,-1.004496
MOT20,V002,567,S_r,258,265,262,0,0.747589,0.729767,0.017822,-0.966401,0.038258,0.468544,-0.177005,-0.177005
MOT20,V002,574,S_c,287,277,285,0,0.607112,0.502292,0.104820,,,0.854711,0.323413,-0.592321
MOT20,V002,577,S_r,281,55,259,0,0.988390,0.440605,0.547784,0.995037,0.003254,0.625105,-1.053432,-1.053432
MOT20,V002,577,S_r,259,183,281,0,0.973373,0.479050,0.494323,0.848846,0.005552,0.694482,-0.973400,-0.973400
MOT20,V002,580,S_c,288,271,278,0,0.582057,0.320319,0.261738,,,0.985028,0.388262,-0.886927
MOT20,V002,599,S_c,291,268,215,0,0.000000,0.000000,0.000000,,,0.000000,0.972025,-0.964780
MOT20,V002,613,S_r,288,272,278,0,0.925725,0.688049,0.237676,0.943858,0.010656,0.916727,-0.337863,-0.337863
MOT20,V002,615,S_r,278,272,288,0,0.944377,0.652364,0.292013,,0.011011,0.987421,-0.605005,-0.605005
MOT20,V002,623,S_c,296,265,258,0,0.271878,0.062762,0.209116,,,0.525171,0.694482,-1.183529
MOT20,V002,633,S_r,259,55,281,0,0.985547,0.535496,0.450051,0.954548,0.009718,0.632593,-0.902597,-0.902597
MOT20,V002,635,S_h,299,183,259,0,0.690972,0.481670,0.209301,,,0.808836,0.426971,-0.814748
MOT20,V002,685,S_r,307,272,278,0,0.855244,0.615374,0.239869,,0.026775,0.978179,-0.116399,-0.441468
MOT20,V002,718,S_r,238,7,240,0,0.947306,0.506546,0.440760,0.972082,0.012661,0.670734,-0.210746,-0.925306
MOT20,V002,718,S_r,240,270,238,0,0.944337,0.498279,0.446057,0.898147,0.018692,0.631807,-0.887303,-0.887303
MOT20,V002,798,S_h,317,1,311,0,0.734780,0.261794,0.472986,,,0.870684,0.254231,-1.252844
MOT20,V002,826,S_c,327,286,300,0,0.324455,0.000000,0.324455,,,0.585495,0.576416,-1.305887
MOT20,V002,837,S_c,330,272,307,0,0.026375,0.000000,0.026375,,,0.082340,0.962910,-1.006426
MOT20,V002,859,S_r,256,272,330,0,0.950690,0.427017,0.523673,0.999998,0.026362,0.809028,-1.047331,-1.047331
MOT20,V002,859,S_r,330,273,256,0,0.951254,0.427596,0.523658,0.174217,0.008545,0.503899,-1.047331,-1.047331
MOT20,V002,865,S_c,335,271,288,0,0.324571,0.000000,0.324571,,,0.619546,0.652788,-1.221148
MOT20,V002,876,S_c,338,290,334,0,0.655086,0.501440,0.153646,,,0.785195,0.447804,-0.607352
MOT20,V002,882,S_r,339,275,272,0,0.980322,0.000000,0.980322,-0.998618,0.005109,0.000000,-1.941036,-1.941036
MOT20,V002,885,S_r,334,290,338,0,0.855848,0.583753,0.272095,,0.026746,0.737365,-0.417935,-0.685770
MOT20,V002,885,S_r,338,293,334,0,0.829210,0.538573,0.290637,0.408785,0.060638,0.714189,0.041101,-0.769919
MOT20,V002,891,S_c,345,250,293,0,0.606304,0.360262,0.246042,,,0.700964,0.504918,-0.988806
MOT20,V002,915,S_r,336,290,334,0,0.962746,0.379640,0.583106,0.964039,0.014332,0.524362,-1.195843,-1.195843
MOT20,V002,915,S_r,334,291,336,0,0.974570,0.361834,0.612736,0.992575,0.023817,0.565578,-1.195843,-1.195843
MOT20,V002,937,S_r,319,285,320,0,0.783348,0.502504,0.280844,,0.040007,0.927690,-0.809909,-0.809909
MOT20,V002,941,S_h,350,280,302,0,0.112362,0.013857,0.098505,,,0.200477,0.872079,-1.071178
MOT20,V002,942,S_h,320,4,319,0,0.666906,0.196018,0.470888,,,0.920810,0.245066,-1.235343
MOT20,V002,947,S_h,320,55,259,0,0.639651,0.439964,0.199687,,,0.850183,0.222552,-0.652606
MOT20,V002,954,S_c,355,55,320,0,0.670383,0.286478,0.383905,,,0.861634,0.214109,-0.874480
MOT20,V002,967,S_r,236,257,251,0,0.929684,0.545447,0.384237,-0.796625,0.004862,0.862359,-0.799866,-0.799866
MOT20,V002,974,S_c,364,254,236,0,0.561144,0.352018,0.209126,,,0.727096,0.544462,-0.984738
MOT20,V002,985,S_c,367,3,324,0,0.108264,0.002010,0.106254,,,0.568114,0.373925,-1.084950
MOT20,V002,1000,S_c,370,55,355,0,0.654574,0.261616,0.392958,,,0.745729,0.117401,-0.980042
MOT20,V002,1001,S_r,324,15,255,0,0.875225,0.210204,0.665021,-0.758265,0.015763,0.327204,-1.485316,-1.485316
MOT20,V002,1005,S_r,247,273,330,0,0.881305,0.028554,0.852751,0.394126,0.028436,0.000000,-0.852751,-1.346481
MOT20,V002,1015,S_r,368,15,324,0,0.853298,0.278031,0.575267,0.964123,0.042839,0.419612,-1.315544,-1.315544
MOT20,V002,1025,S_r,299,55,370,0,0.951761,0.643202,0.308559,0.968711,0.021423,0.497843,-0.499556,-0.499556
MOT20,V002,1040,S_r,371,13,361,0,0.907507,0.517908,0.389599,,0.030969,0.812883,-0.839430,-0.839430
MOT20,V002,1041,S_h,370,177,215,0,0.902098,0.520643,0.381455,,,0.698044,-0.875088,-0.875088
MOT20,V002,1051,S_h,324,183,299,0,0.074882,0.000000,0.074882,,,0.184337,0.914328,-1.043108
MOT20,V002,1053,S_r,370,285,319,0,0.703353,0.702554,0.000799,0.247987,0.020548,0.470555,0.050193,0.050193
MOT20,V002,1057,S_h,319,285,370,0,0.651102,0.576744,0.074358,,,0.747938,-0.622069,-0.622069
MOT20,V002,1058,S_r,324,55,299,0,0.903061,0.000648,0.902413,-0.575056,0.010938,0.002784,-1.877648,-1.877648
MOT20,V002,1058,S_h,215,177,370,0,0.688466,0.440438,0.248028,,,0.860848,0.106807,-0.529098
MOT20,V002,1068,S_h,375,55,324,0,0.231364,0.000000,0.231364,,,0.426288,0.751730,-1.211396
MOT20,V002,1068,S_r,285,277,287,0,0.974821,0.000000,0.974821,0.997341,0.017610,0.654414,-0.344829,-1.959136
MOT20,V002,1072,S_r,350,277,285,0,0.771096,0.633755,0.137342,-0.989624,0.039338,0.000000,-0.137342,-0.137342
MOT20,V002,1080,S_r,358,6,340,0,0.907121,0.482500,0.424620,-0.151515,0.021936,0.677597,-0.907713,-0.907713
MOT20,V002,1080,S_r,340,294,358,0,0.969795,0.486702,0.483093,0.890583,0.015399,0.624171,-0.907713,-0.907713
MOT20,V002,1095,S_c,381,285,319,0,0.621211,0.060661,0.560550,,,0.700714,0.403068,-1.517046
MOT20,V002,1147,S_r,215,281,310,0,0.942607,0.491741,0.450865,0.927694,0.005742,0.674485,-0.899918,-0.899918
MOT20,V002,1173,S_c,388,283,318,0,0.007077,0.000000,0.007077,,,0.019188,0.964050,-0.985334
MOT20,V002,1189,S_c,391,281,215,0,0.274163,0.000572,0.273591,,,0.453194,0.695366,-1.259972
MOT20,V002,1225,S_r,340,4,320,0,0.899818,0.452068,0.447750,0.988173,0.007802,0.588844,-0.891893,-0.891893
MOT20,V002,1225,S_r,320,294,340,0,0.949661,0.505518,0.444142,0.999776,0.024041,0.708535,-0.891893,-0.891893
MOT20,V002,1240,S_c,397,55,375,0,0.681323,0.366567,0.314756,,,0.912336,0.197661,-0.827776
MOT20,V002,1241,S_c,398,32,394,0,0.621965,0.222505,0.399460,,,0.907731,0.320777,-1.146551
MOT20,V002,1299,S_r,170,12,357,0,0.976018,0.267196,0.708822,0.850265,0.003740,0.394308,-1.423706,-1.423706
MOT20,V002,1300,S_c,406,32,398,0,0.535074,0.491352,0.043722,,,0.799481,0.558077,-0.671057
MOT20,V002,1303,S_c,408,11,313,0,0.397495,0.000000,0.397495,,,0.663174,0.584735,-1.391412
